timestamp,illum
2021-01-19 02:09:31,0.05
2021-01-19 02:09:38,0.05
2021-01-19 02:09:43,0.05
2021-01-19 02:09:52,0.05
2021-01-19 02:09:58,0.05
2021-01-19 02:10:03,0.05
2021-01-19 02:10:10,0.05
2021-01-19 02:10:16,0.05
2021-01-19 02:10:22,0.05
2021-01-19 02:10:29,0.05
2021-01-19 02:10:34,0.05
2021-01-19 02:10:41,0.05
2021-01-19 02:10:48,0.05
2021-01-19 02:10:53,0.05
2021-01-19 02:10:59,0.05
2021-01-19 02:11:08,0.05
2021-01-19 02:11:14,0.05
2021-01-19 02:11:19,0.05
2021-01-19 02:11:26,0.05
2021-01-19 02:11:33,0.05
2021-01-19 02:11:38,0.05
2021-01-19 02:11:45,0.05
2021-01-19 02:11:53,0.05
2021-01-19 02:12:01,0.05
2021-01-19 02:12:07,0.05
2021-01-19 02:12:16,0.05
2021-01-19 02:12:23,0.05
2021-01-19 02:12:31,0.05
2021-01-19 02:12:37,0.05
2021-01-19 02:12:44,0.05
2021-01-19 02:12:51,0.05
2021-01-19 02:13:01,0.05
2021-01-19 02:13:06,0.05
2021-01-19 02:13:11,0.05
2021-01-19 02:13:16,0.05
2021-01-19 02:13:26,0.05
2021-01-19 02:13:33,0.05
2021-01-19 02:13:41,0.05
2021-01-19 02:13:47,0.05
2021-01-19 02:13:54,0.05
2021-01-19 02:14:00,0.05
2021-01-19 02:14:05,0.05
2021-01-19 02:14:12,0.05
2021-01-19 02:14:18,0.05
2021-01-19 02:14:28,0.05
2021-01-19 02:14:34,0.05
2021-01-19 02:14:42,0.05
2021-01-19 02:14:49,0.05
2021-01-19 02:14:58,0.05
2021-01-19 02:15:04,0.05
2021-01-19 02:15:09,0.05
2021-01-19 02:15:16,0.05
2021-01-19 02:15:22,0.05
2021-01-19 02:15:27,0.05
2021-01-19 02:15:37,0.05
2021-01-19 02:15:43,0.05
2021-01-19 02:15:48,0.05
2021-01-19 02:15:55,0.05
2021-01-19 02:16:01,0.05
2021-01-19 02:16:07,0.05
2021-01-19 02:16:14,0.05
2021-01-19 02:16:20,0.05
2021-01-19 02:16:25,0.05
2021-01-19 02:16:32,0.05
2021-01-19 02:16:40,0.05
2021-01-19 02:16:49,0.05
2021-01-19 02:16:55,0.05
2021-01-19 02:17:04,0.05
2021-01-19 02:17:10,0.05
2021-01-19 02:17:18,0.05
2021-01-19 02:17:25,0.05
2021-01-19 02:17:35,0.05
2021-01-19 02:17:40,0.05
2021-01-19 02:17:45,0.05
2021-01-19 02:17:53,0.05
2021-01-19 02:17:58,0.05
2021-01-19 02:18:08,0.05
2021-01-19 02:18:14,0.05
2021-01-19 02:18:22,0.05
2021-01-19 02:18:29,0.05
2021-01-19 02:18:36,0.05
2021-01-19 02:18:43,0.05
2021-01-19 02:18:52,0.05
2021-01-19 02:18:58,0.05
2021-01-19 02:19:03,0.05
2021-01-19 02:19:10,0.05
2021-01-19 02:19:16,0.05
2021-01-19 02:19:21,0.05
2021-01-19 02:19:31,0.05
2021-01-19 02:19:36,0.05
2021-01-19 02:19:42,0.05
2021-01-19 02:19:49,0.05
2021-01-19 02:19:54,0.05
2021-01-19 02:20:01,0.05
2021-01-19 02:20:08,0.05
2021-01-19 02:20:15,0.05
2021-01-19 02:20:25,0.05
2021-01-19 02:20:33,0.05
2021-01-19 02:20:41,0.05
2021-01-19 02:20:47,0.05
2021-01-19 02:20:56,0.05
2021-01-19 02:21:03,0.05
2021-01-19 02:21:10,0.05
2021-01-19 02:21:16,0.05
2021-01-19 02:21:21,0.05
2021-01-19 02:21:28,0.05
2021-01-19 02:21:36,0.05
2021-01-19 02:21:44,0.05
2021-01-19 02:21:50,0.05
2021-01-19 02:22:00,0.05
2021-01-19 02:22:05,0.05
2021-01-19 02:22:10,0.05
2021-01-19 02:22:20,0.05
2021-01-19 02:22:25,0.05
2021-01-19 02:22:30,0.05
2021-01-19 02:22:38,0.05
2021-01-19 02:22:45,0.05
2021-01-19 02:22:54,0.05
2021-01-19 02:23:02,0.05
2021-01-19 02:23:10,0.05
2021-01-19 02:23:19,0.05
2021-01-19 02:23:27,0.05
2021-01-19 02:23:36,0.05
2021-01-19 02:23:44,0.05
2021-01-19 02:23:50,0.05
2021-01-19 02:23:59,0.05
2021-01-19 02:24:06,0.05
2021-01-19 02:24:13,0.05
2021-01-19 02:24:19,0.05
2021-01-19 02:24:24,0.05
2021-01-19 02:24:29,0.05
2021-01-19 02:24:38,0.05
2021-01-19 02:24:46,0.05
2021-01-19 02:24:54,0.05
2021-01-19 02:25:00,0.05
2021-01-19 02:25:09,0.05
2021-01-19 02:25:16,0.05
2021-01-19 02:25:23,0.05
2021-01-19 02:25:30,0.05
2021-01-19 02:25:40,0.05
2021-01-19 02:25:48,0.05
2021-01-19 02:25:56,0.05
2021-01-19 02:26:03,0.05
2021-01-19 02:26:08,0.05
2021-01-19 02:26:16,0.05
2021-01-19 02:26:21,0.05
2021-01-19 02:26:26,0.05
2021-01-19 02:26:34,0.05
2021-01-19 02:26:40,0.05
2021-01-19 02:26:45,0.05
2021-01-19 02:26:50,0.05
2021-01-19 02:26:59,0.05
2021-01-19 02:27:07,0.05
2021-01-19 02:27:15,0.05
2021-01-19 02:27:21,0.05
2021-01-19 02:27:30,0.05
2021-01-19 02:27:36,0.05
2021-01-19 02:27:46,0.05
2021-01-19 02:27:51,0.05
2021-01-19 02:28:01,0.05
2021-01-19 02:28:07,0.05
2021-01-19 02:28:14,0.05
2021-01-19 02:28:21,0.05
2021-01-19 02:28:27,0.05
2021-01-19 02:28:36,0.05
2021-01-19 02:28:42,0.05
2021-01-19 02:28:47,0.05
2021-01-19 02:28:54,0.05
2021-01-19 02:29:00,0.05
2021-01-19 02:29:10,0.05
2021-01-19 02:29:16,0.05
2021-01-19 02:29:23,0.05
2021-01-19 02:29:31,0.05
2021-01-19 02:29:40,0.05
2021-01-19 02:29:48,0.05
2021-01-19 02:29:56,0.05
2021-01-19 02:30:02,0.05
2021-01-19 02:30:11,0.05
2021-01-19 02:30:18,0.05
2021-01-19 02:30:25,0.05
2021-01-19 02:30:32,0.05
2021-01-19 02:30:42,0.05
2021-01-19 02:30:48,0.05
2021-01-19 02:30:55,0.05
2021-01-19 02:31:02,0.05
2021-01-19 02:31:12,0.05
2021-01-19 02:31:17,0.05
2021-01-19 02:31:22,0.05
2021-01-19 02:31:32,0.05
2021-01-19 02:31:38,0.05
2021-01-19 02:31:43,0.05
2021-01-19 02:31:50,0.05
2021-01-19 02:31:58,0.05
2021-01-19 02:32:06,0.05
2021-01-19 02:32:15,0.05
2021-01-19 02:32:23,0.05
2021-01-19 02:32:29,0.05
2021-01-19 02:32:36,0.05
2021-01-19 02:32:42,0.05
2021-01-19 02:32:47,0.05
2021-01-19 02:32:54,0.05
2021-01-19 02:33:02,0.05
2021-01-19 02:33:10,0.05
2021-01-19 02:33:16,0.05
2021-01-19 02:33:23,0.05
2021-01-19 02:33:29,0.05
2021-01-19 02:33:34,0.05
2021-01-19 02:33:44,0.05
2021-01-19 02:33:49,0.05
2021-01-19 02:33:54,0.05
2021-01-19 02:34:04,0.05
2021-01-19 02:34:10,0.05
2021-01-19 02:34:15,0.05
2021-01-19 02:34:22,0.05
2021-01-19 02:34:28,0.05
2021-01-19 02:34:34,0.05
2021-01-19 02:34:42,0.05
2021-01-19 02:34:47,0.05
2021-01-19 02:34:52,0.05
2021-01-19 02:35:00,0.05
2021-01-19 02:35:05,0.05
2021-01-19 02:35:15,0.05
2021-01-19 02:35:21,0.05
2021-01-19 02:35:29,0.05
2021-01-19 02:35:34,0.05
2021-01-19 02:35:41,0.05
2021-01-19 02:35:48,0.05
2021-01-19 02:35:53,0.05
2021-01-19 02:35:59,0.05
2021-01-19 02:36:06,0.05
2021-01-19 02:36:12,0.05
2021-01-19 02:36:17,0.05
2021-01-19 02:36:22,0.05
2021-01-19 02:36:27,0.05
2021-01-19 02:36:36,0.05
2021-01-19 02:36:42,0.05
2021-01-19 02:36:47,0.05
2021-01-19 02:36:55,0.05
2021-01-19 02:37:02,0.05
2021-01-19 02:37:10,0.05
2021-01-19 02:37:16,0.05
2021-01-19 02:37:23,0.05
2021-01-19 02:37:30,0.05
2021-01-19 02:37:40,0.05
2021-01-19 02:37:46,0.05
2021-01-19 02:37:53,0.05
2021-01-19 02:37:59,0.05
2021-01-19 02:38:05,0.05
2021-01-19 02:38:13,0.05
2021-01-19 02:38:20,0.05
2021-01-19 02:38:28,0.05
2021-01-19 02:38:37,0.05
2021-01-19 02:38:45,0.05
2021-01-19 02:38:54,0.05
2021-01-19 02:39:02,0.05
2021-01-19 02:39:08,0.05
2021-01-19 02:39:15,0.05
2021-01-19 02:39:21,0.05
2021-01-19 02:39:30,0.05
2021-01-19 02:39:35,0.05
2021-01-19 02:39:40,0.05
2021-01-19 02:39:50,0.05
2021-01-19 02:39:58,0.05
2021-01-19 02:40:06,0.05
2021-01-19 02:40:14,0.05
2021-01-19 02:40:23,0.05
2021-01-19 02:40:28,0.05
2021-01-19 02:40:36,0.05
2021-01-19 02:40:41,0.05
2021-01-19 02:40:47,0.05
2021-01-19 02:40:54,0.05
2021-01-19 02:41:00,0.05
2021-01-19 02:41:05,0.05
2021-01-19 02:41:14,0.05
2021-01-19 02:41:22,0.05
2021-01-19 02:41:31,0.05
2021-01-19 02:41:36,0.05
2021-01-19 02:41:46,0.05
2021-01-19 02:41:53,0.05
2021-01-19 02:42:00,0.05
2021-01-19 02:42:06,0.05
2021-01-19 02:42:13,0.05
2021-01-19 02:42:18,0.05
2021-01-19 02:42:24,0.05
2021-01-19 02:42:31,0.05
2021-01-19 02:42:37,0.05
2021-01-19 02:42:42,0.05
2021-01-19 02:42:50,0.05
2021-01-19 02:42:55,0.05
2021-01-19 02:43:03,0.05
2021-01-19 02:43:10,0.05
2021-01-19 02:43:19,0.05
2021-01-19 02:43:25,0.05
2021-01-19 02:43:30,0.05
2021-01-19 02:43:37,0.05
2021-01-19 02:43:45,0.05
2021-01-19 02:43:53,0.05
2021-01-19 02:44:02,0.05
2021-01-19 02:44:10,0.05
2021-01-19 02:44:16,0.05
2021-01-19 02:44:22,0.05
2021-01-19 02:44:30,0.05
2021-01-19 02:44:36,0.05
2021-01-19 02:44:43,0.05
2021-01-19 02:44:48,0.05
2021-01-19 02:44:53,0.05
2021-01-19 02:45:01,0.05
2021-01-19 02:45:06,0.05
2021-01-19 02:45:11,0.05
2021-01-19 02:45:19,0.05
2021-01-19 02:45:27,0.05
2021-01-19 02:45:35,0.05
2021-01-19 02:45:41,0.05
2021-01-19 02:45:48,0.05
2021-01-19 02:45:55,0.05
2021-01-19 02:46:00,0.05
2021-01-19 02:46:09,0.05
2021-01-19 02:46:17,0.05
2021-01-19 02:46:25,0.05
2021-01-19 02:46:31,0.05
2021-01-19 02:46:40,0.05
2021-01-19 02:46:47,0.05
2021-01-19 02:46:54,0.05
2021-01-19 02:47:00,0.05
2021-01-19 02:47:05,0.05
2021-01-19 02:47:12,0.05
2021-01-19 02:47:19,0.05
2021-01-19 02:47:24,0.05
2021-01-19 02:47:31,0.05
2021-01-19 02:47:37,0.05
2021-01-19 02:47:46,0.05
2021-01-19 02:47:52,0.05
2021-01-19 02:48:02,0.05
2021-01-19 02:48:07,0.05
2021-01-19 02:48:17,0.05
2021-01-19 02:48:22,0.05
2021-01-19 02:48:29,0.05
2021-01-19 02:48:37,0.05
2021-01-19 02:48:43,0.05
2021-01-19 02:48:48,0.05
2021-01-19 02:48:56,0.05
2021-01-19 02:49:02,0.05
2021-01-19 02:49:07,0.05
2021-01-19 02:49:12,0.05
2021-01-19 02:49:21,0.05
2021-01-19 02:49:29,0.05
2021-01-19 02:49:37,0.05
2021-01-19 02:49:43,0.05
2021-01-19 02:49:52,0.05
2021-01-19 02:49:59,0.05
2021-01-19 02:50:06,0.05
2021-01-19 02:50:15,0.05
2021-01-19 02:50:23,0.05
2021-01-19 02:50:29,0.05
2021-01-19 02:50:38,0.05
2021-01-19 02:50:43,0.05
2021-01-19 02:50:53,0.05
2021-01-19 02:50:59,0.05
2021-01-19 02:51:06,0.05
2021-01-19 02:51:11,0.05
2021-01-19 02:51:17,0.05
2021-01-19 02:51:24,0.05
2021-01-19 02:51:32,0.05
2021-01-19 02:51:40,0.05
2021-01-19 02:51:46,0.05
2021-01-19 02:51:55,0.05
2021-01-19 02:52:02,0.05
2021-01-19 02:52:09,0.05
2021-01-19 02:52:15,0.05
2021-01-19 02:52:24,0.05
2021-01-19 02:52:31,0.05
2021-01-19 02:52:39,0.05
2021-01-19 02:52:44,0.05
2021-01-19 02:52:49,0.05
2021-01-19 02:52:56,0.05
2021-01-19 02:53:05,0.05
2021-01-19 02:53:13,0.05
2021-01-19 02:53:19,0.05
2021-01-19 02:53:24,0.05
2021-01-19 02:53:34,0.05
2021-01-19 02:53:42,0.05
2021-01-19 02:53:50,0.05
2021-01-19 02:53:58,0.05
2021-01-19 02:54:07,0.05
2021-01-19 02:54:12,0.05
2021-01-19 02:54:20,0.05
2021-01-19 02:54:25,0.05
2021-01-19 02:54:31,0.05
2021-01-19 02:54:38,0.05
2021-01-19 02:54:44,0.05
2021-01-19 02:54:51,0.05
2021-01-19 02:54:58,0.05
2021-01-19 02:55:08,0.01
2021-01-19 02:55:13,0.05
2021-01-19 02:55:18,0.05
2021-01-19 02:55:26,0.05
2021-01-19 02:55:31,0.05
2021-01-19 02:55:38,0.05
2021-01-19 02:55:45,0.05
2021-01-19 02:55:51,0.05
2021-01-19 02:55:56,0.05
2021-01-19 02:56:03,0.05
2021-01-19 02:56:09,0.05
2021-01-19 02:56:19,0.05
2021-01-19 02:56:24,0.05
2021-01-19 02:56:29,0.05
2021-01-19 02:56:38,0.05
2021-01-19 02:56:46,0.05
2021-01-19 02:56:54,0.05
2021-01-19 02:57:02,0.05
2021-01-19 02:57:10,0.05
2021-01-19 02:57:19,0.05
2021-01-19 02:57:27,0.05
2021-01-19 02:57:33,0.05
2021-01-19 02:57:40,0.05
2021-01-19 02:57:46,0.05
2021-01-19 02:57:52,0.05
2021-01-19 02:57:59,0.05
2021-01-19 02:58:05,0.05
2021-01-19 02:58:13,0.05
2021-01-19 02:58:18,0.05
2021-01-19 02:58:23,0.05
2021-01-19 02:58:30,0.05
2021-01-19 02:58:37,0.05
2021-01-19 02:58:42,0.05
2021-01-19 02:58:49,0.05
2021-01-19 02:58:57,0.05
2021-01-19 02:59:05,0.05
2021-01-19 02:59:11,0.05
2021-01-19 02:59:20,0.05
2021-01-19 02:59:25,0.05
2021-01-19 02:59:37,0.05
2021-01-19 02:59:44,0.05
2021-01-19 02:59:51,0.05
2021-01-19 02:59:57,0.05
2021-01-19 03:00:03,0.05
2021-01-19 03:00:10,0.05
2021-01-19 03:00:16,0.05
2021-01-19 03:00:21,0.05
2021-01-19 03:00:28,0.05
2021-01-19 03:00:34,0.05
2021-01-19 03:00:42,0.05
2021-01-19 03:00:47,0.05
2021-01-19 03:00:52,0.05
2021-01-19 03:01:00,0.05
2021-01-19 03:01:08,0.05
2021-01-19 03:01:16,0.05
2021-01-19 03:01:21,0.05
2021-01-19 03:01:29,0.05
2021-01-19 03:01:35,0.05
2021-01-19 03:01:42,0.05
2021-01-19 03:01:49,0.05
2021-01-19 03:01:57,0.05
2021-01-19 03:02:05,0.05
2021-01-19 03:02:11,0.05
2021-01-19 03:02:20,0.05
2021-01-19 03:02:25,0.01
2021-01-19 03:02:35,0.05
2021-01-19 03:02:40,0.05
2021-01-19 03:02:46,0.05
2021-01-19 03:02:53,0.05
2021-01-19 03:02:59,0.05
2021-01-19 03:03:04,0.05
2021-01-19 03:03:11,0.05
2021-01-19 03:03:17,0.05
2021-01-19 03:03:24,0.05
2021-01-19 03:03:30,0.05
2021-01-19 03:03:35,0.05
2021-01-19 03:03:40,0.05
2021-01-19 03:03:45,0.05
2021-01-19 03:03:52,0.05
2021-01-19 03:03:57,0.05
2021-01-19 03:04:06,0.05
2021-01-19 03:04:12,0.05
2021-01-19 03:04:17,0.05
2021-01-19 03:04:24,0.05
2021-01-19 03:04:33,0.05
2021-01-19 03:04:41,0.05
2021-01-19 03:04:47,0.05
2021-01-19 03:04:54,0.05
2021-01-19 03:05:00,0.05
2021-01-19 03:05:05,0.05
2021-01-19 03:05:12,0.05
2021-01-19 03:05:19,0.05
2021-01-19 03:05:29,0.05
2021-01-19 03:05:34,0.05
2021-01-19 03:05:39,0.05
2021-01-19 03:05:47,0.05
2021-01-19 03:05:55,0.05
2021-01-19 03:06:03,0.05
2021-01-19 03:06:09,0.05
2021-01-19 03:06:18,0.05
2021-01-19 03:06:25,0.05
2021-01-19 03:06:32,0.05
2021-01-19 03:06:38,0.05
2021-01-19 03:06:45,0.05
2021-01-19 03:06:51,0.05
2021-01-19 03:06:56,0.05
2021-01-19 03:07:06,0.05
2021-01-19 03:07:11,0.05
2021-01-19 03:07:16,0.05
2021-01-19 03:07:26,0.05
2021-01-19 03:07:32,0.05
2021-01-19 03:07:37,0.05
2021-01-19 03:07:44,0.05
2021-01-19 03:07:50,0.05
2021-01-19 03:07:55,0.05
2021-01-19 03:08:02,0.05
2021-01-19 03:08:08,0.05
2021-01-19 03:08:17,0.05
2021-01-19 03:08:24,0.05
2021-01-19 03:08:32,0.05
2021-01-19 03:08:39,0.05
2021-01-19 03:08:48,0.05
2021-01-19 03:08:54,0.05
2021-01-19 03:09:01,0.05
2021-01-19 03:09:07,0.05
2021-01-19 03:09:12,0.05
2021-01-19 03:09:19,0.05
2021-01-19 03:09:27,0.05
2021-01-19 03:09:36,0.05
2021-01-19 03:09:44,0.05
2021-01-19 03:09:52,0.05
2021-01-19 03:10:00,0.05
2021-01-19 03:10:08,0.05
2021-01-19 03:10:17,0.05
2021-01-19 03:10:25,0.05
2021-01-19 03:10:31,0.05
2021-01-19 03:10:38,0.05
2021-01-19 03:10:44,0.05
2021-01-19 03:10:50,0.05
2021-01-19 03:10:57,0.05
2021-01-19 03:11:05,0.05
2021-01-19 03:11:13,0.05
2021-01-19 03:11:19,0.05
2021-01-19 03:11:26,0.05
2021-01-19 03:11:32,0.05
2021-01-19 03:11:37,0.05
2021-01-19 03:11:44,0.05
2021-01-19 03:11:52,0.05
2021-01-19 03:12:00,0.05
2021-01-19 03:12:06,0.05
2021-01-19 03:12:13,0.05
2021-01-19 03:12:19,0.05
2021-01-19 03:12:24,0.05
2021-01-19 03:12:31,0.05
2021-01-19 03:12:37,0.05
2021-01-19 03:12:42,0.05
2021-01-19 03:12:52,0.05
2021-01-19 03:12:58,0.05
2021-01-19 03:13:05,0.05
2021-01-19 03:13:10,0.05
2021-01-19 03:13:16,0.05
2021-01-19 03:13:23,0.05
2021-01-19 03:13:31,0.05
2021-01-19 03:13:39,0.05
2021-01-19 03:13:45,0.05
2021-01-19 03:13:54,0.05
2021-01-19 03:14:01,0.05
2021-01-19 03:14:08,0.05
2021-01-19 03:14:16,0.05
2021-01-19 03:14:24,0.05
2021-01-19 03:14:33,0.05
2021-01-19 03:14:41,0.05
2021-01-19 03:14:47,0.05
2021-01-19 03:14:57,0.05
2021-01-19 03:15:04,0.05
2021-01-19 03:15:11,0.05
2021-01-19 03:15:17,0.05
2021-01-19 03:15:24,0.05
2021-01-19 03:15:31,0.05
2021-01-19 03:15:41,0.05
2021-01-19 03:15:46,0.05
2021-01-19 03:15:51,0.05
2021-01-19 03:16:01,0.05
2021-01-19 03:16:07,0.05
2021-01-19 03:16:12,0.05
2021-01-19 03:16:19,0.05
2021-01-19 03:16:25,0.05
2021-01-19 03:16:34,0.05
2021-01-19 03:16:41,0.05
2021-01-19 03:16:48,0.05
2021-01-19 03:16:54,0.05
2021-01-19 03:16:59,0.05
2021-01-19 03:17:06,0.05
2021-01-19 03:17:14,0.05
2021-01-19 03:17:23,0.05
2021-01-19 03:17:29,0.05
2021-01-19 03:17:36,0.05
2021-01-19 03:17:41,0.05
2021-01-19 03:17:47,0.05
2021-01-19 03:17:52,0.05
2021-01-19 03:18:01,0.05
2021-01-19 03:18:09,0.05
2021-01-19 03:18:17,0.05
2021-01-19 03:18:26,0.05
2021-01-19 03:18:34,0.05
2021-01-19 03:18:39,0.05
2021-01-19 03:18:47,0.05
2021-01-19 03:18:54,0.05
2021-01-19 03:18:59,0.05
2021-01-19 03:19:04,0.05
2021-01-19 03:19:13,0.05
2021-01-19 03:19:19,0.05
2021-01-19 03:19:24,0.05
2021-01-19 03:19:31,0.05
2021-01-19 03:19:37,0.05
2021-01-19 03:19:42,0.05
2021-01-19 03:19:50,0.05
2021-01-19 03:19:56,0.05
2021-01-19 03:20:06,0.05
2021-01-19 03:20:12,0.05
2021-01-19 03:20:19,0.05
2021-01-19 03:20:27,0.05
2021-01-19 03:20:36,0.05
2021-01-19 03:20:44,0.05
2021-01-19 03:20:52,0.05
2021-01-19 03:20:58,0.05
2021-01-19 03:21:07,0.05
2021-01-19 03:21:14,0.05
2021-01-19 03:21:19,0.05
2021-01-19 03:21:29,0.05
2021-01-19 03:21:34,0.05
2021-01-19 03:21:39,0.05
2021-01-19 03:21:47,0.05
2021-01-19 03:21:55,0.05
2021-01-19 03:22:03,0.05
2021-01-19 03:22:12,0.05
2021-01-19 03:22:20,0.05
2021-01-19 03:22:26,0.05
2021-01-19 03:22:33,0.05
2021-01-19 03:22:40,0.05
2021-01-19 03:22:50,0.05
2021-01-19 03:22:55,0.05
2021-01-19 03:23:03,0.05
2021-01-19 03:23:09,0.05
2021-01-19 03:23:15,0.05
2021-01-19 03:23:22,0.05
2021-01-19 03:23:28,0.05
2021-01-19 03:23:33,0.05
2021-01-19 03:23:40,0.05
2021-01-19 03:23:47,0.05
2021-01-19 03:23:52,0.05
2021-01-19 03:24:00,0.05
2021-01-19 03:24:08,0.05
2021-01-19 03:24:16,0.05
2021-01-19 03:24:25,0.05
2021-01-19 03:24:33,0.05
2021-01-19 03:24:41,0.05
2021-01-19 03:24:49,0.05
2021-01-19 03:24:55,0.05
2021-01-19 03:25:04,0.05
2021-01-19 03:25:10,0.05
2021-01-19 03:25:19,0.05
2021-01-19 03:25:25,0.05
2021-01-19 03:25:34,0.05
2021-01-19 03:25:40,0.05
2021-01-19 03:25:47,0.05
2021-01-19 03:25:54,0.05
2021-01-19 03:26:01,0.05
2021-01-19 03:26:08,0.05
2021-01-19 03:26:13,0.05
2021-01-19 03:26:18,0.05
2021-01-19 03:26:26,0.05
2021-01-19 03:26:34,0.05
2021-01-19 03:26:42,0.05
2021-01-19 03:26:50,0.05
2021-01-19 03:26:58,0.05
2021-01-19 03:27:04,0.05
2021-01-19 03:27:14,0.05
2021-01-19 03:27:20,0.05
2021-01-19 03:27:27,0.05
2021-01-19 03:27:33,0.05
2021-01-19 03:27:38,0.05
2021-01-19 03:27:45,0.05
2021-01-19 03:27:53,0.05
2021-01-19 03:28:01,0.05
2021-01-19 03:28:08,0.05
2021-01-19 03:28:13,0.05
2021-01-19 03:28:21,0.05
2021-01-19 03:28:29,0.05
2021-01-19 03:28:37,0.05
2021-01-19 03:28:42,0.05
2021-01-19 03:28:52,0.05
2021-01-19 03:28:58,0.05
2021-01-19 03:29:06,0.05
2021-01-19 03:29:14,0.05
2021-01-19 03:29:22,0.05
2021-01-19 03:29:28,0.05
2021-01-19 03:29:37,0.05
2021-01-19 03:29:44,0.05
2021-01-19 03:29:51,0.05
2021-01-19 03:30:00,0.05
2021-01-19 03:30:08,0.05
2021-01-19 03:30:13,0.05
2021-01-19 03:30:23,0.05
2021-01-19 03:30:28,0.05
2021-01-19 03:30:33,0.05
2021-01-19 03:30:43,0.05
2021-01-19 03:30:48,0.05
2021-01-19 03:30:53,0.05
2021-01-19 03:31:01,0.05
2021-01-19 03:31:09,0.05
2021-01-19 03:31:17,0.05
2021-01-19 03:31:23,0.05
2021-01-19 03:31:32,0.05
2021-01-19 03:31:39,0.05
2021-01-19 03:31:46,0.05
2021-01-19 03:31:54,0.05
2021-01-19 03:32:02,0.05
2021-01-19 03:32:08,0.05
2021-01-19 03:32:18,0.05
2021-01-19 03:32:24,0.05
2021-01-19 03:32:32,0.05
2021-01-19 03:32:37,0.05
2021-01-19 03:32:42,0.05
2021-01-19 03:32:50,0.05
2021-01-19 03:32:55,0.05
2021-01-19 03:33:05,0.05
2021-01-19 03:33:11,0.05
2021-01-19 03:33:19,0.05
2021-01-19 03:33:24,0.05
2021-01-19 03:33:30,0.05
2021-01-19 03:33:37,0.05
2021-01-19 03:33:45,0.05
2021-01-19 03:33:53,0.05
2021-01-19 03:33:59,0.05
2021-01-19 03:34:08,0.05
2021-01-19 03:34:15,0.05
2021-01-19 03:34:22,0.05
2021-01-19 03:34:28,0.05
2021-01-19 03:34:33,0.05
2021-01-19 03:34:40,0.05
2021-01-19 03:34:48,0.05
2021-01-19 03:34:56,0.05
2021-01-19 03:35:05,0.05
2021-01-19 03:35:13,0.05
2021-01-19 03:35:20,0.05
2021-01-19 03:35:29,0.05
